instrument_name,instrument_id,date
INFY,224,14-05-2020
SRTRANSFIN,64,14-05-2020
BIOCON,351,15-05-2020
MANAPPURAM,168,15-05-2020
BHARATFORG,354,18-05-2020
INDIGO,228,18-05-2020
MFSL,160,19-05-2020
SIEMENS,74,19-05-2020
ADANIENT,403,20-05-2020
BANDHANBNK,365,20-05-2020
INDIGO,228,21-05-2020
JUBLFOOD,199,21-05-2020
BANDHANBNK,365,22-05-2020
RAMCOCEM,96,22-05-2020
BHARTIARTL,353,26-05-2020
JUSTDIAL,197,26-05-2020
AXISBANK,376,27-05-2020
MFSL,160,27-05-2020
AMARAJABAT,395,28-05-2020
MFSL,160,28-05-2020
GRASIM,271,29-05-2020
PEL,120,29-05-2020
IGL,236,01-06-2020
VOLTAS,10,01-06-2020
IGL,236,02-06-2020
KOTAKBANK,187,02-06-2020
ICICIBANK,243,03-06-2020
SRTRANSFIN,64,03-06-2020
HDFCLIFE,256,04-06-2020
CHOLAFIN,330,05-06-2020
INFRATEL,225,05-06-2020
EXIDEIND,298,08-06-2020
INDUSINDBK,226,08-06-2020
CONCOR,325,09-06-2020
PVR,101,09-06-2020
INDIGO,228,10-06-2020
UBL,23,10-06-2020
CENTURYTEX,334,11-06-2020
SRTRANSFIN,64,11-06-2020
IBULHSGFIN,244,12-06-2020
DABUR,316,15-06-2020
PVR,101,15-06-2020
NAUKRI,143,16-06-2020
TATACHEM,49,16-06-2020
CADILAHC,344,17-06-2020
IBULHSGFIN,244,17-06-2020
JUSTDIAL,197,18-06-2020
MUTHOOTFIN,146,18-06-2020
BAJFINANCE,370,19-06-2020
RELIANCE,90,19-06-2020
GLENMARK,282,22-06-2020
NAUKRI,143,22-06-2020
ADANIENT,403,23-06-2020
JUSTDIAL,197,23-06-2020
BANDHANBNK,365,24-06-2020
JSWSTEEL,201,24-06-2020
GLENMARK,282,25-06-2020
INFRATEL,225,25-06-2020
PVR,101,26-06-2020
ITC,216,29-06-2020
RBLBANK,94,29-06-2020
IBULHSGFIN,244,30-06-2020
PETRONET,119,30-06-2020
BHARTIARTL,353,01-07-2020
KOTAKBANK,187,01-07-2020
DIVISLAB,309,02-07-2020
RAMCOCEM,96,02-07-2020
CADILAHC,344,03-07-2020
HDFCLIFE,256,03-07-2020
HDFCBANK,257,06-07-2020
ITC,216,06-07-2020
BANDHANBNK,365,07-07-2020
IBULHSGFIN,244,07-07-2020
BANDHANBNK,365,08-07-2020
UPL,18,08-07-2020
DLF,308,09-07-2020
ICICIBANK,243,10-07-2020
SUNTV,55,10-07-2020
BIOCON,351,13-07-2020
RBLBANK,94,13-07-2020
RBLBANK,94,15-07-2020
WIPRO,4,15-07-2020
HCLTECH,260,16-07-2020
INFY,224,16-07-2020
IBULHSGFIN,244,17-07-2020
AXISBANK,376,22-07-2020
SUNPHARMA,57,24-07-2020
COLPAL,326,27-07-2020
PVR,101,27-07-2020
GLENMARK,282,28-07-2020
MCDOWELL-N,164,28-07-2020
RBLBANK,94,29-07-2020
PVR,101,30-07-2020
TORNTPHARM,30,31-07-2020
BANDHANBNK,365,03-08-2020
BANDHANBNK,365,04-08-2020
RELIANCE,90,04-08-2020
INDUSINDBK,226,05-08-2020
TATACONSUM,47,05-08-2020
LUPIN,174,06-08-2020
ADANIENT,403,07-08-2020
HINDPETRO,249,07-08-2020
BHARATFORG,354,10-08-2020
CONCOR,325,10-08-2020
HINDALCO,250,11-08-2020
TITAN,33,11-08-2020
BHARTIARTL,353,12-08-2020
MANAPPURAM,168,12-08-2020
BHARTIARTL,353,13-08-2020
IBULHSGFIN,244,13-08-2020
BHARTIARTL,353,14-08-2020
SBIN,80,14-08-2020
BANDHANBNK,365,18-08-2020
ZEEL,2,19-08-2020
JINDALSTEL,209,20-08-2020
LT,177,20-08-2020
IBULHSGFIN,244,24-08-2020
ADANIENT,403,26-08-2020
TVSMOTOR,25,26-08-2020
GODREJPROP,274,27-08-2020
RBLBANK,94,27-08-2020
CONCOR,325,28-08-2020
MGL,159,28-08-2020
INDUSINDBK,226,31-08-2020
PVR,101,31-08-2020
ESCORTS,299,01-09-2020
UBL,23,01-09-2020
INDIGO,228,03-09-2020
VEDL,16,03-09-2020
CHOLAFIN,330,04-09-2020
JINDALSTEL,209,04-09-2020
TATAMOTORS,44,07-09-2020
IBULHSGFIN,244,08-09-2020
JINDALSTEL,209,10-09-2020
AXISBANK,376,11-09-2020
RELIANCE,90,11-09-2020
IBULHSGFIN,244,14-09-2020
JINDALSTEL,209,14-09-2020
CUMMINSIND,318,15-09-2020
AUROPHARMA,379,16-09-2020
IBULHSGFIN,244,16-09-2020
BHARATFORG,354,17-09-2020
MFSL,160,21-09-2020
VEDL,16,21-09-2020
COFORGE,413,22-09-2020
IBULHSGFIN,244,23-09-2020
GODREJPROP,274,24-09-2020
IBULHSGFIN,244,24-09-2020
PVR,101,28-09-2020
BPCL,347,29-09-2020
IGL,236,01-10-2020
PVR,101,01-10-2020
TCS,38,05-10-2020
PVR,101,07-10-2020
HDFCBANK,257,09-10-2020
TCS,38,09-10-2020
PVR,101,12-10-2020
COFORGE,413,14-10-2020
WIPRO,4,14-10-2020
UPL,18,16-10-2020
BPCL,347,21-10-2020
INDIGO,228,29-10-2020
LT,177,29-10-2020
ICICIBANK,243,02-11-2020
MFSL,160,02-11-2020
GODREJPROP,274,04-11-2020
PVR,101,04-11-2020
AMBUJACEM,393,05-11-2020
HINDPETRO,249,05-11-2020
BERGEPAINT,355,06-11-2020
TORNTPOWER,29,06-11-2020
BIOCON,351,09-11-2020
GLENMARK,282,09-11-2020
INDIGO,228,10-11-2020
INFY,224,10-11-2020
BATAINDIA,361,11-11-2020
MUTHOOTFIN,146,11-11-2020
APOLLOHOSP,390,12-11-2020
MARICO,166,12-11-2020
RBLBANK,94,13-11-2020
RELIANCE,90,17-11-2020
TATASTEEL,41,17-11-2020
DLF,308,18-11-2020
IBULHSGFIN,244,18-11-2020
AXISBANK,376,19-11-2020
POWERGRID,106,19-11-2020
INFRATEL,225,20-11-2020
TATACHEM,49,20-11-2020
INDUSINDBK,226,23-11-2020
PETRONET,119,23-11-2020
HDFC,259,24-11-2020
RELIANCE,90,24-11-2020
HDFCBANK,257,25-11-2020
RELIANCE,90,25-11-2020
SIEMENS,74,26-11-2020
IGL,236,27-11-2020
MGL,159,27-11-2020
BALKRISIND,369,01-12-2020
TATACONSUM,47,01-12-2020
INFRATEL,225,02-12-2020
MUTHOOTFIN,146,02-12-2020
APOLLOHOSP,390,03-12-2020
BHARATFORG,354,03-12-2020
HDFCBANK,257,04-12-2020
RELIANCE,90,04-12-2020
